Date,Alloy,Sector,BuyerID,Quantity_kg,UnitPrice_INR,Region
2024-05-15,Aluminum,Aerospace,CUST6244,924.83,1228.1,India North
2020-03-26,Aluminum,Aerospace,CUST1625,1025.39,1142.13,EU
2019-04-16,Aluminum,Biomedical,CUST9591,573.31,1420.34,EU
2020-04-11,Zirconium,Biomedical,CUST4890,3105.75,384.33,India North
2022-04-02,Titanium,Biomedical,CUST1489,591.04,1478.15,EU
2021-05-02,Zirconium,Automotive,CUST6437,536.87,1846.17,EU
2023-09-11,Zirconium,Biomedical,CUST1501,1229.9,848.13,India North
2021-11-28,Titanium,Aerospace,CUST9876,932.66,1568.74,EU
2023-12-23,Aluminum,Automotive,CUST5396,921.59,1030.23,EU
2023-12-22,Titanium,Biomedical,CUST8547,2801.81,440.49,EU
2020-05-30,Zirconium,Aerospace,CUST6783,1018.99,1081.71,India North
2023-05-26,Aluminum,Automotive,CUST5040,855.81,1306.74,India North
2022-09-20,Titanium,Biomedical,CUST5411,704.38,1408.45,US West
2022-03-07,Zirconium,Aerospace,CUST9948,1051.9,1212.45,India North
2023-05-09,Aluminum,Aerospace,CUST7633,822.52,2134.25,EU
2023-12-05,Zirconium,Aerospace,CUST6371,1073.46,1037.83,US West
2022-10-29,Aluminum,Automotive,CUST8918,588.41,1493.34,US West
2019-12-02,Zirconium,Automotive,CUST3815,1215.92,917.35,India North
2022-05-16,Aluminum,Aerospace,CUST4641,800.91,1102.97,US West
2022-09-28,Aluminum,Biomedical,CUST7062,1459.82,837.61,US West
2022-02-10,Titanium,Biomedical,CUST7409,469.9,1757.78,India North
2021-10-11,Zirconium,Aerospace,CUST9022,996.21,1031.39,US West
2021-08-22,Zirconium,Automotive,CUST6314,531.95,1987.09,US West
2024-01-17,Aluminum,Automotive,CUST5707,618.44,2085.64,EU
2020-09-19,Zirconium,Aerospace,CUST4181,1234.13,491.72,India North
2021-09-17,Aluminum,Biomedical,CUST9393,964.5,1014.1,India North
2022-09-28,Aluminum,Aerospace,CUST8884,957.81,1347.31,India North
2019-02-08,Zirconium,Aerospace,CUST4262,1013.89,1092.28,India North
2019-05-28,Aluminum,Automotive,CUST4866,846.57,1145.21,US West
2019-12-28,Titanium,Aerospace,CUST4443,867.28,1707.59,EU
2024-01-23,Zirconium,Aerospace,CUST5811,931.22,1347.32,EU
2022-11-23,Titanium,Automotive,CUST4314,1159.34,688.55,EU
2023-03-27,Titanium,Biomedical,CUST6998,820.46,1161.66,India North
2023-01-24,Titanium,Automotive,CUST9593,1661.46,625.09,EU
2019-09-01,Titanium,Automotive,CUST6198,696.42,1689.08,EU
2021-07-08,Titanium,Biomedical,CUST3452,714.62,1236.8,EU
2019-09-08,Aluminum,Aerospace,CUST2427,992.81,1189.42,EU
2022-05-04,Zirconium,Aerospace,CUST7273,1406.68,410.88,EU
2020-03-09,Aluminum,Aerospace,CUST9580,1210.23,897.92,US West
2019-02-03,Aluminum,Aerospace,CUST3156,915.6,1500.43,US West
2019-08-24,Zirconium,Aerospace,CUST6914,923.6,1756.98,EU
2021-12-06,Titanium,Biomedical,CUST6706,523.87,1869.85,US West
2020-05-13,Titanium,Aerospace,CUST8014,816.42,1544.53,EU
2024-04-26,Titanium,Automotive,CUST9297,501.05,1675.94,US West
2020-04-29,Zirconium,Biomedical,CUST5579,404.16,1971.17,EU
2021-06-29,Titanium,Aerospace,CUST6535,702.23,2071.87,EU
2021-01-16,Zirconium,Biomedical,CUST5581,690.52,1420.25,US West
2022-04-30,Aluminum,Automotive,CUST7913,480.91,2182.91,US West
2019-03-24,Zirconium,Biomedical,CUST5719,433.36,1873.39,US West
2020-09-10,Aluminum,Aerospace,CUST2944,870.46,1970.86,EU
2023-08-24,Aluminum,Automotive,CUST1416,773.67,1322.71,EU
2020-02-26,Titanium,Aerospace,CUST3554,1351.48,464.79,India North
2019-11-29,Zirconium,Automotive,CUST4761,925.69,1230.56,US West
2020-07-09,Aluminum,Aerospace,CUST4873,718.89,2120.65,India North
2021-06-11,Aluminum,Aerospace,CUST6199,853.54,1628.3,EU
2019-02-12,Titanium,Aerospace,CUST6569,924.88,1777.54,EU
2023-08-29,Titanium,Biomedical,CUST7974,463.26,1909.63,India North
2023-02-14,Aluminum,Aerospace,CUST2644,1048.2,1507.85,US West
2024-03-15,Zirconium,Automotive,CUST9598,721.91,1645.94,US West
2023-09-06,Zirconium,Automotive,CUST9038,517.5,2108.1,US West
2019-01-21,Zirconium,Biomedical,CUST7931,878.59,1210.69,India North
2020-07-05,Aluminum,Automotive,CUST5795,757.27,1575.16,US West
2020-08-22,Zirconium,Aerospace,CUST1104,899.09,1362.16,US West
2019-02-23,Zirconium,Biomedical,CUST3747,2774.41,463.04,US West
2019-11-15,Zirconium,Aerospace,CUST9615,896.62,1912.43,India North
2024-04-11,Titanium,Biomedical,CUST2734,1903.86,606.31,US West
2019-06-22,Titanium,Aerospace,CUST3069,1372.58,406.89,India North
2020-06-26,Aluminum,Aerospace,CUST1116,898.31,1661.1,US West
2024-05-31,Zirconium,Biomedical,CUST1966,2012.86,592.84,India North
2019-09-18,Aluminum,Aerospace,CUST9512,993.13,1137.23,India North
2019-03-07,Zirconium,Automotive,CUST3623,841.6,1115.01,EU
2023-09-10,Aluminum,Biomedical,CUST6652,430.34,2000.25,EU
2020-05-24,Aluminum,Aerospace,CUST7619,754.94,1957.99,EU
2021-06-07,Aluminum,Aerospace,CUST8471,927.21,1584.93,US West
2021-02-21,Titanium,Automotive,CUST8606,727.23,1552.01,EU
2020-09-07,Zirconium,Biomedical,CUST5352,1040.84,1053.82,EU
2023-08-22,Titanium,Automotive,CUST1535,1659.75,454.55,India North
2019-09-05,Titanium,Biomedical,CUST9371,886.8,1215.39,India North
2019-08-01,Aluminum,Biomedical,CUST7265,441.75,1611.2,EU
2019-02-02,Aluminum,Biomedical,CUST2675,1193.64,793.59,India North
2020-08-05,Titanium,Biomedical,CUST8201,856.73,1038.99,India North
2021-04-06,Aluminum,Automotive,CUST2037,1018.27,1002.69,India North
2019-06-20,Aluminum,Aerospace,CUST8256,862.97,1362.02,India North
2021-05-14,Aluminum,Biomedical,CUST4049,409.95,2109.06,India North
2021-01-12,Titanium,Automotive,CUST3826,1008.4,859.45,India North
2021-10-10,Aluminum,Biomedical,CUST4507,2840.49,427.19,US West
2022-02-01,Zirconium,Aerospace,CUST7997,899.68,1052.31,India North
2021-09-02,Zirconium,Biomedical,CUST2234,1121.31,929.66,US West
2021-09-16,Zirconium,Aerospace,CUST3357,967.97,1122.86,US West
2023-07-01,Titanium,Automotive,CUST6958,1506.96,507.65,US West
2021-03-03,Titanium,Biomedical,CUST4329,2261.67,436.06,US West
2021-02-14,Aluminum,Automotive,CUST7846,1692.43,526.44,EU
2024-01-11,Zirconium,Biomedical,CUST8586,879.4,1134.24,US West
2019-08-22,Aluminum,Automotive,CUST3647,634.79,1858.89,India North
2020-03-20,Zirconium,Automotive,CUST1320,489.39,1963.04,India North
2020-09-12,Zirconium,Automotive,CUST9161,1526.65,686.04,EU
2024-02-04,Aluminum,Biomedical,CUST3956,559.72,1620.32,India North
2019-12-08,Zirconium,Biomedical,CUST8189,542.72,1688.81,US West
2020-11-30,Titanium,Biomedical,CUST8211,606.97,1265.92,India North
2024-04-19,Titanium,Aerospace,CUST5038,790.88,1283.56,EU
2021-04-19,Aluminum,Automotive,CUST9154,1030.75,1028.76,US West
2021-02-07,Titanium,Aerospace,CUST6355,843.74,1983.34,EU
2020-11-30,Aluminum,Biomedical,CUST4981,1325.27,771.24,US West
2019-03-03,Titanium,Aerospace,CUST2614,1100.48,922.22,US West
2024-02-26,Zirconium,Automotive,CUST1889,636.93,1694.5,US West
2019-01-01,Titanium,Aerospace,CUST1728,975.55,1041.19,India North
2020-04-26,Aluminum,Automotive,CUST8628,731.16,1684.71,US West
2020-02-24,Aluminum,Biomedical,CUST8182,496.21,1571.22,US West
2019-07-02,Aluminum,Aerospace,CUST7098,838.47,1707.41,US West
2021-12-17,Aluminum,Automotive,CUST4879,1526.03,657.9,India North
2022-07-02,Aluminum,Automotive,CUST1662,1230.04,940.01,India North
2023-01-26,Titanium,Automotive,CUST4871,2076.25,374.28,EU
2019-07-04,Aluminum,Aerospace,CUST6254,1089.73,934.2,US West
2020-06-04,Zirconium,Aerospace,CUST3670,946.78,1703.72,EU
2021-08-02,Aluminum,Biomedical,CUST1374,509.86,1851.85,India North
2024-02-22,Titanium,Biomedical,CUST3743,922.13,1163.37,US West
2023-09-17,Aluminum,Biomedical,CUST6705,340.72,2169.66,US West
2023-03-02,Titanium,Aerospace,CUST4257,1067.91,891.7,EU
2022-12-04,Zirconium,Biomedical,CUST9378,542.41,1633.09,US West
2022-06-25,Titanium,Biomedical,CUST1080,985.53,1047.98,India North
2020-12-15,Zirconium,Automotive,CUST4447,751.87,1571.35,India North
2024-02-12,Aluminum,Automotive,CUST2886,1557.78,549.02,India North
2024-01-30,Zirconium,Aerospace,CUST3472,1209.63,420.27,US West
2023-02-02,Titanium,Aerospace,CUST3578,1081.38,558.91,India North
2023-03-01,Aluminum,Biomedical,CUST7719,2303.26,471.53,EU
2019-08-29,Aluminum,Aerospace,CUST2886,847.65,2040.76,India North
2020-08-16,Aluminum,Biomedical,CUST2899,856.08,1030.8,India North
2021-09-07,Zirconium,Automotive,CUST3121,1285.71,794.6,India North
2020-02-07,Titanium,Aerospace,CUST1522,1037.22,1413.21,India North
2021-05-19,Titanium,Biomedical,CUST9669,527.58,1751.95,EU
2023-12-19,Zirconium,Aerospace,CUST4507,954.25,1590.77,India North
2021-03-01,Zirconium,Biomedical,CUST8068,606.13,1501.77,India North
2022-06-11,Zirconium,Aerospace,CUST1219,848.7,2181.87,US West
2020-01-22,Titanium,Automotive,CUST5939,539.58,1684.72,US West
2022-01-07,Aluminum,Aerospace,CUST5621,846.96,1368.12,India North
2023-01-13,Titanium,Aerospace,CUST1372,1219.95,690.24,EU
2020-07-07,Aluminum,Biomedical,CUST9598,3071.29,449.75,EU
2020-04-18,Zirconium,Aerospace,CUST6351,1084.34,953.38,US West
2024-03-04,Titanium,Biomedical,CUST7153,563.97,1485.13,EU
2023-02-25,Titanium,Biomedical,CUST7008,654.21,1591.97,India North
2022-02-25,Aluminum,Automotive,CUST1020,585.36,1888.68,India North
2024-02-05,Titanium,Biomedical,CUST6656,787.14,1249.63,US West
2020-07-17,Aluminum,Biomedical,CUST1279,562.91,1707.76,EU
2020-01-22,Titanium,Aerospace,CUST2943,1153.41,772.11,EU
2019-03-20,Zirconium,Aerospace,CUST6882,1279.5,706.19,EU
2023-01-09,Zirconium,Biomedical,CUST7346,1137.89,940.41,EU
2023-12-15,Titanium,Aerospace,CUST5249,1082.26,543.7,India North
2019-12-29,Aluminum,Aerospace,CUST3307,1254.84,657.77,India North
2020-04-12,Titanium,Automotive,CUST6928,1582.39,623.29,India North
2021-03-14,Titanium,Automotive,CUST9107,823.48,1013.04,India North
2019-10-23,Titanium,Aerospace,CUST2007,1290.3,388.22,US West
2022-12-27,Aluminum,Biomedical,CUST8065,549.82,1570.45,India North
2022-04-15,Aluminum,Aerospace,CUST4738,1086.23,532.25,EU
2023-03-25,Titanium,Automotive,CUST2753,1290.8,741.49,US West
2024-05-11,Zirconium,Automotive,CUST1124,1407.23,668.55,India North
2023-05-27,Aluminum,Biomedical,CUST1530,757.98,1207.3,EU
2021-11-05,Titanium,Aerospace,CUST6950,912.99,1887.45,India North
2019-09-16,Zirconium,Automotive,CUST8396,991.28,915.65,US West
2020-09-30,Zirconium,Automotive,CUST2063,877.43,1105.57,US West
2023-05-13,Zirconium,Biomedical,CUST6702,403.75,2087.95,US West
2022-03-08,Zirconium,Automotive,CUST5032,828.45,1364.8,India North
2024-04-23,Zirconium,Aerospace,CUST5114,1028.95,1301.37,India North
2022-08-07,Zirconium,Aerospace,CUST1722,1097.65,515.9,India North
2020-09-16,Titanium,Aerospace,CUST3009,1007.53,1116.61,US West
2022-01-04,Titanium,Aerospace,CUST7759,943.74,1513.86,US West
2022-05-17,Titanium,Aerospace,CUST7531,960.94,1592.34,EU
2024-05-12,Titanium,Automotive,CUST7943,1402.72,625.73,India North
2022-03-05,Titanium,Biomedical,CUST9468,529.68,1681.03,India North
2020-06-20,Aluminum,Biomedical,CUST8336,391.64,2112.28,EU
2022-11-10,Titanium,Biomedical,CUST2772,762.64,1229.8,India North
2023-09-11,Aluminum,Aerospace,CUST2383,771.0,1934.89,EU
2022-12-13,Aluminum,Aerospace,CUST8421,800.04,2152.4,EU
2019-01-18,Titanium,Aerospace,CUST4755,651.56,1883.0,EU
2022-03-25,Titanium,Aerospace,CUST6916,868.79,1202.95,EU
2021-10-17,Zirconium,Automotive,CUST4268,571.25,1893.96,EU
2024-05-21,Zirconium,Aerospace,CUST4220,811.8,2121.57,India North
2021-04-01,Titanium,Biomedical,CUST3977,1892.99,623.4,EU
2022-09-22,Aluminum,Biomedical,CUST6821,1747.25,696.93,US West
2021-01-21,Zirconium,Biomedical,CUST5157,1592.75,665.85,EU
2022-05-15,Titanium,Aerospace,CUST1089,964.99,1560.97,India North
2022-06-24,Titanium,Biomedical,CUST7595,729.91,1282.53,India North
2021-07-02,Zirconium,Automotive,CUST7449,1301.07,881.65,EU
2023-05-23,Titanium,Aerospace,CUST2049,983.34,1022.26,EU
2022-02-23,Titanium,Aerospace,CUST8782,1216.85,744.88,US West
2019-10-07,Titanium,Aerospace,CUST7602,764.57,2079.02,EU
2020-07-23,Zirconium,Aerospace,CUST6412,810.26,1631.02,EU
2021-12-30,Aluminum,Aerospace,CUST2908,772.86,1792.56,India North
2024-02-10,Zirconium,Biomedical,CUST8657,1013.61,918.17,EU
2022-03-10,Zirconium,Aerospace,CUST5303,989.79,1456.33,India North
2021-08-20,Titanium,Biomedical,CUST2113,797.51,1276.72,US West
2023-07-19,Aluminum,Biomedical,CUST5416,780.44,1023.09,US West
2019-05-06,Titanium,Automotive,CUST2077,481.05,2125.97,India North
2023-12-09,Titanium,Aerospace,CUST9222,800.06,1770.97,EU
2020-07-13,Aluminum,Automotive,CUST9141,684.24,1356.42,US West
2024-02-10,Zirconium,Biomedical,CUST9074,707.84,1484.02,US West
2020-11-08,Titanium,Biomedical,CUST4254,496.91,1770.07,India North
2022-01-11,Aluminum,Automotive,CUST2970,853.97,1284.54,US West
2022-08-26,Zirconium,Automotive,CUST5794,665.96,1790.38,US West
2020-05-16,Zirconium,Automotive,CUST3432,498.36,2119.34,India North
2021-07-24,Zirconium,Automotive,CUST8946,522.89,1994.56,India North
2021-05-30,Aluminum,Automotive,CUST4822,567.96,1778.62,India North
2023-12-22,Titanium,Automotive,CUST3998,849.04,1282.21,EU
2021-10-28,Aluminum,Biomedical,CUST5736,1467.95,638.13,US West
2023-10-02,Aluminum,Aerospace,CUST8308,1359.34,544.6,US West
2020-09-20,Titanium,Aerospace,CUST5327,899.94,947.25,US West
2022-05-12,Zirconium,Biomedical,CUST1431,404.46,1903.74,India North
2022-11-06,Zirconium,Aerospace,CUST8548,956.34,1548.35,US West
2021-08-15,Aluminum,Aerospace,CUST2458,912.18,2100.46,India North
2024-05-13,Titanium,Aerospace,CUST1449,1289.58,732.95,US West
2019-02-11,Aluminum,Biomedical,CUST2557,647.47,1550.33,EU
2019-09-28,Aluminum,Aerospace,CUST7051,978.69,458.03,India North
2021-11-21,Aluminum,Biomedical,CUST9404,539.88,1759.77,US West
2020-09-27,Aluminum,Biomedical,CUST3401,663.17,1320.36,EU
2021-06-11,Titanium,Aerospace,CUST1367,839.35,2119.82,EU
2021-11-13,Aluminum,Biomedical,CUST5747,1242.26,764.23,US West
2023-08-07,Aluminum,Aerospace,CUST9955,881.76,1466.07,India North
2021-04-07,Zirconium,Automotive,CUST3264,1067.37,1044.58,US West
2021-03-04,Titanium,Automotive,CUST9551,2121.22,367.69,EU
2022-12-06,Aluminum,Aerospace,CUST8214,856.57,1826.2,US West
2024-05-21,Zirconium,Automotive,CUST9832,749.66,1440.47,India North
2020-08-11,Titanium,Aerospace,CUST9848,1212.44,452.45,EU
2023-03-29,Zirconium,Automotive,CUST8754,796.68,1493.36,EU
2021-09-14,Titanium,Aerospace,CUST7230,926.69,1255.74,India North
2019-03-24,Titanium,Automotive,CUST7606,608.4,1887.36,US West
2022-03-26,Aluminum,Biomedical,CUST3585,548.03,1661.39,India North
2019-09-16,Zirconium,Biomedical,CUST5430,2370.65,507.56,US West
2020-08-07,Titanium,Biomedical,CUST7938,570.7,1455.19,US West
2021-11-07,Aluminum,Aerospace,CUST7424,1045.76,1079.11,EU
2021-08-11,Aluminum,Automotive,CUST1819,633.76,1457.23,US West
2024-01-21,Titanium,Biomedical,CUST4757,1591.4,596.21,EU
2022-01-07,Titanium,Automotive,CUST7938,597.37,2090.38,India North
2023-09-05,Zirconium,Automotive,CUST9099,2415.99,368.0,India North
2023-10-29,Aluminum,Biomedical,CUST3900,867.11,1033.77,India North
2020-01-31,Zirconium,Biomedical,CUST4672,607.23,1789.27,US West
2024-03-14,Aluminum,Automotive,CUST2753,975.28,1137.1,EU
2024-02-19,Zirconium,Biomedical,CUST7523,1620.86,614.84,US West
2022-11-09,Zirconium,Biomedical,CUST7908,910.54,958.67,India North
2024-03-21,Aluminum,Automotive,CUST7165,852.39,1182.43,US West
2019-11-01,Aluminum,Aerospace,CUST5338,1363.77,640.75,US West
2021-05-27,Zirconium,Aerospace,CUST8422,1345.47,465.5,EU
2023-03-27,Zirconium,Aerospace,CUST8273,771.47,1961.59,India North
2024-02-25,Titanium,Biomedical,CUST2674,543.37,1573.5,EU
2022-10-19,Titanium,Aerospace,CUST4983,840.14,1217.19,EU
2020-05-09,Aluminum,Automotive,CUST9890,613.7,1840.61,EU
2022-02-09,Titanium,Aerospace,CUST4637,857.46,1491.55,US West
2020-03-13,Aluminum,Automotive,CUST9221,552.64,1849.26,US West
2021-07-03,Aluminum,Aerospace,CUST3252,879.04,1401.46,EU
2020-07-11,Zirconium,Automotive,CUST9637,1096.21,798.98,India North
2023-08-14,Aluminum,Biomedical,CUST7961,709.16,1307.31,India North
2021-10-13,Aluminum,Aerospace,CUST5913,1071.43,1151.68,India North
2020-06-09,Titanium,Aerospace,CUST5067,943.52,2024.9,US West
2019-07-21,Aluminum,Biomedical,CUST3674,1479.71,834.53,US West
2022-09-19,Titanium,Biomedical,CUST2768,509.64,1474.29,EU
2021-07-10,Titanium,Automotive,CUST7678,609.63,2182.79,US West
2021-12-18,Titanium,Automotive,CUST5073,592.8,1981.5,India North
2020-05-13,Zirconium,Automotive,CUST9372,1002.43,1204.81,US West
2021-06-06,Zirconium,Automotive,CUST1359,1480.57,692.06,US West
2021-12-12,Titanium,Automotive,CUST5949,806.89,1189.44,EU
2022-01-05,Titanium,Automotive,CUST2595,580.09,1982.2,India North
2019-11-11,Zirconium,Biomedical,CUST4166,522.32,1546.89,India North
2023-03-05,Zirconium,Automotive,CUST7822,838.94,1306.17,India North
2023-09-19,Titanium,Automotive,CUST8933,892.76,1039.45,US West
2022-03-05,Aluminum,Aerospace,CUST3077,998.45,1706.63,US West
2021-11-13,Zirconium,Biomedical,CUST9955,438.48,1774.24,US West
2019-07-30,Titanium,Biomedical,CUST1046,629.17,1364.2,US West
2021-03-30,Zirconium,Automotive,CUST3383,927.59,1109.95,US West
2019-07-21,Zirconium,Aerospace,CUST5437,996.47,1359.69,EU
2020-01-15,Aluminum,Aerospace,CUST6348,801.87,2027.08,India North
2021-03-30,Titanium,Automotive,CUST7169,693.31,1870.55,US West
2024-04-12,Aluminum,Automotive,CUST9821,861.66,1081.28,US West
2021-07-07,Titanium,Biomedical,CUST7485,1270.8,780.3,US West
2020-03-30,Aluminum,Biomedical,CUST6105,1023.67,963.79,EU
2019-10-31,Zirconium,Biomedical,CUST2479,793.98,1202.37,EU
2022-12-22,Zirconium,Biomedical,CUST6137,440.2,2019.54,EU
2020-12-17,Aluminum,Aerospace,CUST3033,1089.32,773.39,India North
2019-07-01,Titanium,Biomedical,CUST3958,492.46,1594.15,US West
2023-07-30,Aluminum,Automotive,CUST5036,1910.65,432.01,EU
2023-03-05,Zirconium,Biomedical,CUST6755,890.8,962.36,India North
2021-03-29,Titanium,Automotive,CUST7921,581.52,1668.35,India North
2019-09-12,Aluminum,Aerospace,CUST9811,814.99,2004.76,India North
2019-08-28,Aluminum,Automotive,CUST7901,1191.49,891.88,India North
2022-03-18,Titanium,Automotive,CUST3060,585.08,2131.84,US West
2019-12-08,Aluminum,Biomedical,CUST6368,632.21,1272.24,EU
2019-05-15,Aluminum,Aerospace,CUST8954,962.7,1604.63,EU
2021-02-02,Titanium,Aerospace,CUST5933,1051.36,1207.26,US West
2022-03-08,Titanium,Automotive,CUST5099,1880.93,442.81,US West
2024-03-31,Titanium,Automotive,CUST7144,579.84,1981.63,EU
2019-11-16,Zirconium,Biomedical,CUST8125,850.05,1256.88,US West
2020-12-14,Zirconium,Automotive,CUST6355,1152.35,1019.34,India North
2022-08-11,Zirconium,Automotive,CUST1235,603.98,2078.51,India North
2022-06-01,Zirconium,Automotive,CUST6966,574.2,1793.38,EU
2024-04-16,Zirconium,Automotive,CUST1478,998.5,1041.41,US West
2022-05-27,Zirconium,Automotive,CUST4616,1540.96,606.86,EU
2023-04-15,Aluminum,Biomedical,CUST7965,536.44,1751.44,India North
2019-01-03,Titanium,Automotive,CUST7626,618.07,1556.67,EU
2021-09-01,Zirconium,Aerospace,CUST4019,1014.77,959.94,US West
2021-08-24,Zirconium,Automotive,CUST5738,1385.2,603.29,US West
2021-12-17,Titanium,Automotive,CUST6472,703.73,1648.91,US West
2021-05-11,Aluminum,Automotive,CUST1879,601.51,1630.67,India North
2023-12-02,Aluminum,Biomedical,CUST3625,1074.24,932.38,EU
2019-06-16,Titanium,Aerospace,CUST3492,950.67,942.17,India North
2024-05-26,Titanium,Automotive,CUST8837,623.21,1883.78,EU
2021-03-08,Aluminum,Automotive,CUST7573,674.54,1757.86,EU
2019-04-25,Zirconium,Biomedical,CUST7392,525.91,1586.75,India North
2021-03-26,Titanium,Aerospace,CUST5602,812.79,1734.02,India North
2020-11-17,Titanium,Aerospace,CUST9247,1034.02,787.5,EU
2024-02-29,Zirconium,Biomedical,CUST7361,1033.21,1026.86,US West
2023-04-20,Titanium,Biomedical,CUST2775,454.09,2062.09,India North
2023-03-21,Aluminum,Biomedical,CUST8883,2313.31,458.46,EU
2021-05-29,Zirconium,Biomedical,CUST4209,605.42,1361.58,India North
2023-05-12,Titanium,Aerospace,CUST6871,1037.1,539.46,US West
2021-02-27,Titanium,Automotive,CUST3210,795.82,1520.52,EU
2023-06-16,Zirconium,Automotive,CUST7963,648.8,1892.91,India North
2019-05-06,Titanium,Biomedical,CUST3697,1457.12,734.3,India North
2020-12-14,Titanium,Biomedical,CUST4748,718.31,1468.44,EU
2020-01-02,Zirconium,Automotive,CUST8046,698.6,1470.93,India North
2023-02-12,Aluminum,Biomedical,CUST7322,737.72,1264.85,US West
2020-04-17,Aluminum,Aerospace,CUST6740,1167.5,756.96,EU
2023-10-27,Aluminum,Aerospace,CUST5337,800.97,1474.99,EU
2021-12-12,Titanium,Automotive,CUST3021,1006.67,1250.23,India North
2023-12-08,Aluminum,Biomedical,CUST9248,383.02,2125.17,India North
2022-01-30,Zirconium,Automotive,CUST1772,1309.65,742.44,EU
2019-09-03,Aluminum,Automotive,CUST6005,563.56,2154.82,EU
2020-11-18,Zirconium,Automotive,CUST8654,1100.72,912.14,US West
2021-03-01,Aluminum,Aerospace,CUST2256,764.48,1722.45,India North
2022-11-02,Titanium,Aerospace,CUST8331,1005.0,1369.01,India North
2020-04-29,Aluminum,Biomedical,CUST9048,688.61,1510.72,US West
2024-04-06,Aluminum,Biomedical,CUST8385,462.13,1890.81,India North
2024-05-15,Zirconium,Aerospace,CUST5808,817.24,1923.61,India North
2020-04-05,Aluminum,Biomedical,CUST3725,1069.32,1055.66,US West
2021-05-14,Titanium,Aerospace,CUST9829,690.42,1888.05,India North
2020-09-29,Aluminum,Aerospace,CUST8778,920.86,1288.59,India North
2023-07-08,Aluminum,Aerospace,CUST9894,1033.84,612.42,US West
2022-06-19,Titanium,Biomedical,CUST5045,1403.2,832.22,EU
2019-12-15,Titanium,Automotive,CUST4184,585.81,2119.54,EU
2022-01-20,Zirconium,Biomedical,CUST6324,653.29,1503.89,India North
2019-08-25,Aluminum,Biomedical,CUST5370,487.46,1902.47,India North
2020-11-21,Titanium,Automotive,CUST6006,624.93,2128.08,India North
2023-01-24,Titanium,Biomedical,CUST2701,1502.1,704.45,US West
2024-03-17,Titanium,Biomedical,CUST8217,754.85,1327.54,EU
2020-03-16,Aluminum,Automotive,CUST2097,1903.19,577.07,US West
2023-12-28,Zirconium,Automotive,CUST5568,576.44,2195.75,India North
2019-12-04,Zirconium,Biomedical,CUST5286,394.76,2154.11,EU
2019-11-16,Zirconium,Aerospace,CUST4444,812.03,2183.84,US West
2020-06-28,Aluminum,Automotive,CUST2080,833.9,1192.63,US West
2021-09-15,Aluminum,Biomedical,CUST8378,776.2,1285.79,India North
2023-10-06,Aluminum,Aerospace,CUST6251,807.41,2137.12,India North
2023-06-22,Aluminum,Biomedical,CUST3409,502.07,1825.96,India North
2023-08-09,Zirconium,Biomedical,CUST5185,1723.41,676.39,US West
2019-08-23,Aluminum,Biomedical,CUST7972,2516.5,519.37,EU
2020-07-09,Aluminum,Biomedical,CUST1998,2072.05,559.34,India North
2023-11-19,Zirconium,Automotive,CUST3176,1398.54,612.17,US West
2022-06-06,Zirconium,Aerospace,CUST8363,1011.78,1215.3,EU
2020-04-06,Titanium,Automotive,CUST4810,530.13,1656.98,EU
2021-04-10,Titanium,Biomedical,CUST9854,397.2,1616.74,US West
2022-10-15,Zirconium,Biomedical,CUST3867,1021.29,1085.96,EU
2019-07-13,Titanium,Aerospace,CUST4709,721.51,1944.53,US West
2021-11-03,Zirconium,Aerospace,CUST4857,777.96,1725.13,US West
2022-08-29,Aluminum,Aerospace,CUST2846,950.68,1015.56,India North
2019-03-07,Aluminum,Biomedical,CUST1492,598.55,1648.6,EU
2022-08-30,Titanium,Biomedical,CUST3824,2298.42,433.45,India North
2021-04-18,Aluminum,Aerospace,CUST4474,734.81,1860.86,US West
2024-01-09,Titanium,Aerospace,CUST2916,898.97,2139.05,India North
2020-09-19,Titanium,Aerospace,CUST1034,847.97,1644.44,India North
2023-09-12,Titanium,Biomedical,CUST7323,413.48,2139.66,US West
2021-03-19,Zirconium,Automotive,CUST1742,2558.08,380.41,India North
2022-01-05,Titanium,Biomedical,CUST8878,1262.05,814.93,US West
2023-11-02,Zirconium,Aerospace,CUST9974,911.17,1281.58,India North
2022-04-06,Zirconium,Aerospace,CUST7286,848.85,1917.93,EU
2021-12-30,Titanium,Automotive,CUST4854,615.14,2067.13,India North
2020-05-09,Aluminum,Automotive,CUST4997,813.76,1275.12,EU
2020-12-10,Titanium,Biomedical,CUST1776,1310.73,862.87,US West
2020-04-11,Zirconium,Automotive,CUST3265,568.33,2045.36,EU
2022-04-18,Zirconium,Automotive,CUST6183,781.7,958.39,EU
2021-04-16,Aluminum,Aerospace,CUST1059,779.12,1576.25,India North
2021-04-01,Aluminum,Aerospace,CUST7623,808.27,1751.08,EU
2022-07-24,Titanium,Automotive,CUST6397,1572.43,443.63,EU
2020-01-11,Aluminum,Automotive,CUST2221,1580.88,597.29,EU
2023-06-12,Titanium,Biomedical,CUST8141,467.34,1777.86,India North
2023-02-13,Aluminum,Automotive,CUST5401,1051.09,858.89,EU
2020-09-18,Titanium,Aerospace,CUST7438,860.52,1435.52,US West
2019-12-29,Zirconium,Aerospace,CUST2479,856.38,964.16,US West
2020-09-30,Titanium,Automotive,CUST8323,609.23,1985.72,India North
