Date,Alloy,Type,Grade,Supplier,Sector,Application,BuyerID,Quantity_kg,UnitPrice_INR,BaseCost_INR,Margin_INR_per_kg,TotalMargin,Region,Month,WeekNum,IsHoliday,IndustryCycle
2019-05-22,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Aerospace,Nuclear,CUST9151,804.36,1787.75,813.92,973.8300170898438,783309.8982812986,"US West",May-19,21,0,"Lean"
2019-05-23,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Biomedical,Aerospace,CUST5910,890.37,1092.67,1135.75,-43.0799560546875,-38357.10026206076,EU,May-19,21,0,"Lean"
2019-05-23,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Automotive,Automotive,CUST4726,1117.43,858.58,958.97,-100.38995361328125,-112178.75125812739,"US West",May-19,21,0,"Lean"
2019-05-28,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Biomedical,Automotive,CUST6638,514.98,1914.03,958.97,955.06005859375,491836.8103210926,EU,May-19,22,1,"Peak"
2019-05-28,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Biomedical,Nuclear,CUST2775,749.44,1346.01,813.92,532.0900268554688,398769.5510256104,EU,May-19,22,1,"Peak"
2019-05-29,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Biomedical,Automotive,CUST3931,738.13,1224.05,958.97,265.080078125,195663.55936074257,"India North",May-19,22,0,"Lean"
2019-05-29,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Biomedical,Automotive,CUST7877,540.7,1956.4,958.97,997.4300537109375,539310.4422171637,"US West",May-19,22,0,"Lean"
2019-05-29,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Biomedical,Automotive,CUST9561,2661.25,387.02,958.97,-571.9499816894531,-1522101.8887710571,"US West",May-19,22,0,"Lean"
2019-05-29,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Automotive,Automotive,CUST9221,593.55,2154.73,958.97,1195.760009765625,709743.3391997069,"US West",May-19,22,0,"Lean"
2019-05-29,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Automotive,Automotive,CUST8253,680.64,1391.24,958.97,432.27001953125,294220.27242583036,EU,May-19,22,0,"Lean"
2019-06-03,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Automotive,Nuclear,CUST4892,779.95,1506.64,813.92,692.7200317382812,540286.9972103275,"US West",Jun-19,23,0,"Peak"
2019-06-03,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Aerospace,Aerospace,CUST4533,931.68,1471.5,1135.75,335.75,312811.55754089355,EU,Jun-19,23,0,"Peak"
2019-06-04,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Biomedical,Aerospace,CUST7461,1692.37,617.35,1135.75,-518.4000244140625,-877324.6467863768,"India North",Jun-19,23,1,"Peak"
2019-06-04,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Biomedical,Nuclear,CUST8007,522.76,2003.48,813.92,1189.5599975585938,621854.3959405273,"US West",Jun-19,23,1,"Peak"
2019-06-05,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Biomedical,Nuclear,CUST4913,1376.87,703,813.92,-110.91998291015625,-152722.39632790536,"India North",Jun-19,23,0,"Peak"
2019-06-05,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Automotive,Automotive,CUST6876,1038.6,920.97,958.97,-38,-39466.799072265625,"US West",Jun-19,23,0,"Peak"
2019-06-06,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Aerospace,Automotive,CUST6403,1233.45,390.68,958.97,-568.2899780273438,-700957.2456492931,"India North",Jun-19,23,1,"Stable"
2019-06-08,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Automotive,Aerospace,CUST5901,1043.47,871.57,1135.75,-264.17999267578125,-275663.88921774924,EU,Jun-19,23,1,"Peak"
2019-06-08,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Aerospace,Nuclear,CUST8508,782.22,1947.46,813.92,1133.5399780273438,886677.6084033698,"India North",Jun-19,23,1,"Peak"
2019-06-11,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Biomedical,Automotive,CUST5480,406.41,1938.81,958.97,979.840087890625,398216.8137079105,"US West",Jun-19,24,0,"Peak"
2019-06-13,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Aerospace,Aerospace,CUST1422,964.51,1395.38,1135.75,259.6300048828125,250415.73854497075,"US West",Jun-19,24,0,"Stable"
2019-06-14,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Aerospace,Automotive,CUST9775,993.75,1300.96,958.97,341.989990234375,339852.55279541016,EU,Jun-19,24,0,"Peak"
2019-06-15,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Automotive,Aerospace,CUST2381,727.72,1312.96,1135.75,177.2099609375,128959.22758173943,"US West",Jun-19,24,1,"Peak"
2019-06-16,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Aerospace,Aerospace,CUST7771,893.43,804.64,1135.75,-331.1099853515625,-295823.5917875245,"India North",Jun-19,24,0,"Peak"
2019-06-16,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Biomedical,Nuclear,CUST5102,494.06,1825.93,813.92,1012.0100708007812,499993.6931091063,EU,Jun-19,24,0,"Peak"
2019-06-18,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Automotive,Nuclear,CUST7031,887.97,1116.27,813.92,302.35003662109375,268477.7531605214,"US West",Jun-19,25,0,"Stable"
2019-06-19,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Aerospace,Automotive,CUST8060,1059.34,1396.28,958.97,437.31005859375,463260.022523582,"India North",Jun-19,25,0,"Peak"
2019-06-20,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Biomedical,Aerospace,CUST8537,660.65,1427.72,1135.75,291.969970703125,192889.96827319264,"US West",Jun-19,25,0,"Stable"
2019-06-24,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Biomedical,Nuclear,CUST1750,409.3,1916.97,813.92,1103.0499877929688,451478.34653869644,"India North",Jun-19,26,0,"Lean"
2019-06-25,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Biomedical,Nuclear,CUST1431,1564.39,734.34,813.92,-79.5799560546875,-124494.08861811459,"India North",Jun-19,26,0,"Peak"
2019-06-25,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Biomedical,Automotive,CUST9715,1375.27,722.17,958.97,-236.79998779296875,-325663.9238370359,EU,Jun-19,26,0,"Peak"
2019-06-26,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Automotive,Nuclear,CUST3671,818.97,1503.35,813.92,689.4299926757812,564622.4609035403,EU,Jun-19,26,1,"Stable"
2019-06-26,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Automotive,Automotive,CUST1357,1552.53,482.28,958.97,-476.6899719238281,-740075.4960764274,"India North",Jun-19,26,1,"Stable"
2019-06-26,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Aerospace,Nuclear,CUST6977,827.51,665.75,813.92,-148.16998291015625,-122612.14400495589,"US West",Jun-19,26,1,"Stable"
2019-06-29,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Automotive,Aerospace,CUST4868,860.93,1364.02,1135.75,228.27001953125,196524.5062431395,"US West",Jun-19,26,0,"Lean"
2019-06-30,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Automotive,Nuclear,CUST7062,785.63,1344.22,813.92,530.2999877929688,416619.58199914545,"India North",Jun-19,26,0,"Stable"
2019-07-01,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Automotive,Nuclear,CUST3373,970.07,1223.72,813.92,409.79998779296875,397534.67715978995,"US West",Jul-19,27,0,"Peak"
2019-07-01,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Automotive,Aerospace,CUST6145,725.35,1270.85,1135.75,135.0999755859375,97994.76399292052,EU,Jul-19,27,0,"Peak"
2019-07-02,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Aerospace,Aerospace,CUST6833,954.73,574.94,1135.75,-560.8099975585938,-535422.118015796,"US West",Jul-19,27,0,"Stable"
2019-07-02,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Automotive,Automotive,CUST8849,947.64,1205.37,958.97,246.4000244140625,233498.52274511755,"US West",Jul-19,27,0,"Stable"
2019-07-07,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Biomedical,Nuclear,CUST3476,1407.59,799.02,813.92,-14.89996337890625,-20973.038943238556,"India North",Jul-19,27,0,"Lean"
2019-07-07,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Biomedical,Nuclear,CUST4290,977.75,955.36,813.92,141.44000244140625,138292.96238708496,"US West",Jul-19,27,0,"Lean"
2019-07-08,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Biomedical,Aerospace,CUST4401,837.8,1087.23,1135.75,-48.52001953125,-40650.071770995855,EU,Jul-19,28,0,"Peak"
2019-07-08,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Aerospace,Nuclear,CUST5571,923.06,1449.51,813.92,635.5900268554688,586687.7286374755,"India North",Jul-19,28,0,"Peak"
2019-07-09,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Aerospace,Nuclear,CUST5521,938.59,1038.94,813.92,225.01995849609375,211201.4888878651,"US West",Jul-19,28,1,"Peak"
2019-07-11,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Aerospace,Aerospace,CUST6437,931.23,907.27,1135.75,-228.47998046875,-212767.40774941444,"US West",Jul-19,28,0,"Stable"
2019-07-13,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Aerospace,Aerospace,CUST4026,756.62,1608.29,1135.75,472.5400390625,357533.24204814434,"India North",Jul-19,28,0,"Lean"
2019-07-13,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Biomedical,Nuclear,CUST9311,587.67,1677.86,813.92,863.9400024414062,507711.60647014156,EU,Jul-19,28,0,"Lean"
2019-07-13,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Automotive,Nuclear,CUST1857,728.74,1621.81,813.92,807.8900756835938,588741.8058641106,"US West",Jul-19,28,0,"Lean"
2019-07-14,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Biomedical,Aerospace,CUST9095,595.67,1473.44,1135.75,337.68994140625,201151.7616263926,"US West",Jul-19,28,0,"Stable"
2019-07-14,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Aerospace,Nuclear,CUST4675,890.25,1245.89,813.92,431.97003173828125,384561.3207550049,"India North",Jul-19,28,0,"Stable"
2019-07-14,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Automotive,Automotive,CUST9231,1070.26,1046.32,958.97,87.3499755859375,93487.18572363257,EU,Jul-19,28,0,"Stable"
2019-07-15,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Automotive,Automotive,CUST6703,642.77,1928.08,958.97,969.1099853515625,622914.8442123532,"US West",Jul-19,29,0,"Lean"
2019-07-16,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Biomedical,Automotive,CUST5905,602.14,1293.05,958.97,334.080078125,201162.98313593864,"India North",Jul-19,29,1,"Lean"
2019-07-19,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Automotive,Aerospace,CUST2422,1451.34,737.55,1135.75,-398.20001220703125,-577923.5921062008,EU,Jul-19,29,0,"Lean"
2019-07-19,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Aerospace,Aerospace,CUST2891,1042.67,1229.41,1135.75,93.6600341796875,97656.51195405424,EU,Jul-19,29,0,"Lean"
2019-07-20,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Aerospace,Nuclear,CUST7290,838.28,1930.54,813.92,1116.6200561523438,936040.2933848649,"India North",Jul-19,29,1,"Peak"
2019-07-22,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Automotive,Nuclear,CUST9199,837.29,1345.9,813.92,531.9800415039062,445421.5572617911,EU,Jul-19,30,0,"Peak"
2019-07-23,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Automotive,Nuclear,CUST2998,1305.79,698.17,813.92,-115.75,-151145.19702148438,"India North",Jul-19,30,1,"Peak"
2019-07-23,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Automotive,Nuclear,CUST8272,853.31,1125.61,813.92,311.69000244140625,265968.19522231445,"US West",Jul-19,30,1,"Peak"
2019-07-24,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Automotive,Nuclear,CUST5230,827.78,1213.89,813.92,399.97003173828125,331087.2045901865,"India North",Jul-19,30,0,"Lean"
2019-07-25,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Aerospace,Automotive,CUST8793,1099.42,359.85,958.97,-599.1199645996094,-658684.4978086166,EU,Jul-19,30,0,"Peak"
2019-07-27,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Biomedical,Aerospace,CUST1790,1442,694.55,1135.75,-441.20001220703125,-636210.4176025391,"India North",Jul-19,30,0,"Lean"
2019-07-27,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Aerospace,Aerospace,CUST3712,995.86,840.31,1135.75,-295.44000244140625,-294216.8765035644,"US West",Jul-19,30,0,"Lean"
2019-07-27,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Biomedical,Nuclear,CUST7172,391.87,1880.24,813.92,1066.3200073242188,417858.81606350094,"India North",Jul-19,30,0,"Lean"
2019-08-01,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Biomedical,Automotive,CUST7232,856.21,1249.21,958.97,290.239990234375,248506.38841591775,"India North",Aug-19,31,0,"Lean"
2019-08-02,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Aerospace,Automotive,CUST9889,1065.17,1723.07,958.97,764.0999755859375,813896.4045734853,"US West",Aug-19,31,0,"Lean"
2019-08-06,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Automotive,Automotive,CUST2857,1292.71,783.26,958.97,-175.7099609375,-227142.01673984528,EU,Aug-19,32,0,"Peak"
2019-08-06,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Aerospace,Nuclear,CUST3165,994,1259.3,813.92,445.38006591796875,442707.78552246094,"India North",Aug-19,32,0,"Peak"
2019-08-07,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Biomedical,Aerospace,CUST9674,2015.09,585.29,1135.75,-550.4600219726562,-1109226.4668623284,"India North",Aug-19,32,0,"Stable"
2019-08-07,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Automotive,Aerospace,CUST9410,818.02,1271.26,1135.75,135.510009765625,110849.90083515644,EU,Aug-19,32,0,"Stable"
2019-08-07,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Automotive,Aerospace,CUST8245,1182.62,815.86,1135.75,-319.8900146484375,-378308.3275615722,"US West",Aug-19,32,0,"Stable"
2019-08-08,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Biomedical,Aerospace,CUST8767,491.32,1920.71,1135.75,784.9599609375,385666.53375703096,"India North",Aug-19,32,0,"Stable"
2019-08-09,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Automotive,Nuclear,CUST7773,703.69,1474.1,813.92,660.1799926757812,464562.06065778807,"US West",Aug-19,32,0,"Stable"
2019-08-10,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Automotive,Automotive,CUST8414,760.66,1674.92,958.97,715.9500732421875,544594.5634852275,"US West",Aug-19,32,0,"Stable"
2019-08-11,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Automotive,Aerospace,CUST3001,732.55,1439.07,1135.75,303.3199462890625,222197.02295141667,"India North",Aug-19,32,0,"Lean"
2019-08-11,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Biomedical,Nuclear,CUST7121,529.4,1515.56,813.92,701.6400756835938,371448.2731967792,"US West",Aug-19,32,0,"Lean"
2019-08-13,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Biomedical,Nuclear,CUST4053,779.83,1377.24,813.92,563.3200073242188,439293.8509386964,"India North",Aug-19,33,1,"Lean"
2019-08-16,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Automotive,Automotive,CUST8141,925.43,970.16,958.97,11.19000244140625,10355.56387739256,"India North",Aug-19,33,0,"Lean"
2019-08-16,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Biomedical,Nuclear,CUST1356,956.19,1023.21,813.92,209.2900390625,200121.04296213388,EU,Aug-19,33,0,"Lean"
2019-08-19,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Automotive,Aerospace,CUST3703,567.39,2137.43,1135.75,1001.679931640625,568343.1910866201,"US West",Aug-19,34,0,"Peak"
2019-08-19,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Biomedical,Aerospace,CUST2975,1590.72,699.52,1135.75,-436.22998046875,-693919.7417510748,EU,Aug-19,34,0,"Peak"
2019-08-21,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Biomedical,Automotive,CUST6939,1359.6,736.35,958.97,-222.6199951171875,-302674.13992626965,"US West",Aug-19,34,0,"Peak"
2019-08-21,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Biomedical,Nuclear,CUST2809,748.96,1422.28,813.92,608.3600463867188,455637.35370908305,EU,Aug-19,34,0,"Peak"
2019-08-21,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Aerospace,Automotive,CUST5934,664.56,1606.74,958.97,647.77001953125,430482.0425982177,"US West",Aug-19,34,0,"Peak"
2019-08-22,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Automotive,Automotive,CUST1496,866.37,1074.19,958.97,115.219970703125,99823.1254554689,"US West",Aug-19,34,0,"Peak"
2019-08-23,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Biomedical,Automotive,CUST8300,680.21,1413.66,958.97,454.6900634765625,309284.73806814104,EU,Aug-19,34,0,"Peak"
2019-08-25,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Biomedical,Automotive,CUST7939,754.9,1305.83,958.97,346.8599853515625,261844.6114101559,EU,Aug-19,34,0,"Stable"
2019-08-27,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Aerospace,Automotive,CUST4271,1124.54,1188.05,958.97,229.080078125,257609.72000312805,EU,Aug-19,35,0,"Stable"
2019-08-27,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Biomedical,Aerospace,CUST3340,2782.37,386.41,1135.75,-749.3399963378906,-2084941.2134239376,"US West",Aug-19,35,0,"Stable"
2019-08-30,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Biomedical,Aerospace,CUST1568,784.8,1241.14,1135.75,105.3900146484375,82710.08220959455,"US West",Aug-19,35,0,"Peak"
2019-08-30,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Biomedical,Aerospace,CUST9570,482.69,1936.54,1135.75,800.7900390625,386533.34591013193,EU,Aug-19,35,0,"Peak"
2019-08-30,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Automotive,Nuclear,CUST5937,798,1421.28,813.92,607.3600463867188,484673.31701660156,EU,Aug-19,35,0,"Peak"
2019-08-31,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Biomedical,Aerospace,CUST5470,560.72,1406.98,1135.75,271.22998046875,152084.06670224667,EU,Aug-19,35,0,"Stable"
2019-09-01,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Aerospace,Automotive,CUST3526,987.87,1434.44,958.97,475.469970703125,469702.5176368654,"US West",Sep-19,35,0,"Peak"
2019-09-02,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Biomedical,Aerospace,CUST5979,568.09,1516.94,1135.75,381.18994140625,216550.20405051112,"India North",Sep-19,36,0,"Stable"
2019-09-02,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Automotive,Automotive,CUST1134,2469.93,356.27,958.97,-602.6999816894531,-1488626.724574037,"US West",Sep-19,36,0,"Stable"
2019-09-02,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Aerospace,Automotive,CUST5122,1048.56,518.47,958.97,-440.5,-461890.7058105469,"US West",Sep-19,36,0,"Stable"
2019-09-03,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Biomedical,Automotive,CUST9044,1771.32,589.96,958.97,-369.00994873046875,-653634.6825653836,"US West",Sep-19,36,0,"Stable"
2019-09-04,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Automotive,Nuclear,CUST3205,1397.32,669.42,813.92,-144.5,-201912.73223876953,"India North",Sep-19,36,0,"Lean"
2019-09-04,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Automotive,Aerospace,CUST8168,842.37,1291.66,1135.75,155.9100341796875,131333.9347306639,"US West",Sep-19,36,0,"Lean"
2019-09-04,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Automotive,Nuclear,CUST2083,1122.13,883.19,813.92,69.27001953125,77729.96735483408,"US West",Sep-19,36,0,"Lean"
2019-09-06,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Aerospace,Automotive,CUST6752,830,1077.37,958.97,118.4000244140625,98272.02026367188,EU,Sep-19,36,0,"Stable"
2019-09-07,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Automotive,Nuclear,CUST7189,2202.16,350.29,813.92,-463.6299743652344,-1020987.3435994163,"US West",Sep-19,36,0,"Stable"
2019-09-07,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Aerospace,Nuclear,CUST4471,910.01,1209.97,813.92,396.04998779296875,360409.45325915515,"India North",Sep-19,36,0,"Stable"
2019-09-07,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Biomedical,Aerospace,CUST1474,410.75,1869.92,1135.75,734.1700439453125,301560.3455505371,EU,Sep-19,36,0,"Stable"
2019-09-08,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Aerospace,Aerospace,CUST3184,1423.37,536.39,1135.75,-599.3599853515625,-853111.0194232911,EU,Sep-19,36,1,"Lean"
2019-09-10,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Automotive,Aerospace,CUST2752,1485.16,517.72,1135.75,-618.030029296875,-917873.4994346201,"US West",Sep-19,37,0,"Lean"
2019-09-10,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Aerospace,Automotive,CUST9059,688.24,2124.96,958.97,1165.989990234375,802480.9394922853,"US West",Sep-19,37,0,"Lean"
2019-09-11,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Automotive,Nuclear,CUST8052,952.67,1171.3,813.92,357.38006591796875,340465.2612905018,"India North",Sep-19,37,0,"Lean"
2019-09-15,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Biomedical,Automotive,CUST2168,2378.24,488.79,958.97,-470.1799621582031,-1118200.7886115238,EU,Sep-19,37,1,"Lean"
2019-09-15,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Aerospace,Nuclear,CUST9719,1078.61,1093.32,813.92,279.39996337890625,301363.59040734917,"India North",Sep-19,37,1,"Lean"
2019-09-15,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Biomedical,Aerospace,CUST6246,665.32,1462,1135.75,326.25,217060.65238952637,EU,Sep-19,37,1,"Lean"
2019-09-16,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Automotive,Automotive,CUST1769,1167.48,778.81,958.97,-180.15997314453125,-210333.16192802787,"US West",Sep-19,38,0,"Peak"
2019-09-16,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Biomedical,Nuclear,CUST1230,686.25,1144.77,813.92,330.85003662109375,227045.8376312256,"India North",Sep-19,38,0,"Peak"
2019-09-16,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Automotive,Aerospace,CUST1025,711.91,1470.66,1135.75,334.9100341796875,238425.79343869537,EU,Sep-19,38,0,"Peak"
2019-09-17,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Aerospace,Automotive,CUST3577,1161.23,1124.01,958.97,165.0400390625,191649.4413371086,EU,Sep-19,38,0,"Peak"
2019-09-19,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Automotive,Automotive,CUST2594,1703.57,452.93,958.97,-506.03997802734375,-862074.4981881604,EU,Sep-19,38,0,"Peak"
2019-09-19,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Automotive,Aerospace,CUST6477,1091.38,893.3,1135.75,-242.45001220703125,-264605.0955063477,EU,Sep-19,38,0,"Peak"
2019-09-19,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Automotive,Aerospace,CUST3669,860,1240.56,1135.75,104.81005859375,90136.650390625,"India North",Sep-19,38,0,"Peak"
2019-09-20,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Biomedical,Aerospace,CUST3546,887.44,1044.67,1135.75,-91.0799560546875,-80827.99642353505,"India North",Sep-19,38,0,"Stable"
2019-09-20,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Automotive,Automotive,CUST1151,2450.46,371.54,958.97,-587.4299621582031,-1439473.6021237075,"India North",Sep-19,38,0,"Stable"
2019-09-22,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Aerospace,Aerospace,CUST9393,1389.52,387.95,1135.75,-747.7999877929688,-1039083.0536435544,EU,Sep-19,38,0,"Peak"
2019-09-22,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Aerospace,Nuclear,CUST8119,971.7,856.92,813.92,43,41783.100524902344,"India North",Sep-19,38,0,"Peak"
2019-09-25,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Biomedical,Aerospace,CUST9056,498.25,1818.04,1135.75,682.2900390625,339951.0119628906,EU,Sep-19,39,1,"Stable"
2019-09-27,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Aerospace,Aerospace,CUST7694,998.01,1318.79,1135.75,183.0400390625,182675.791172266,"India North",Sep-19,39,0,"Stable"
2019-09-29,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Aerospace,Nuclear,CUST6753,1012.65,1188.53,813.92,374.61004638671875,379348.8726192638,EU,Sep-19,39,0,"Lean"
2019-09-30,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Automotive,Nuclear,CUST9784,950.05,1179.04,813.92,365.12005615234375,346882.30489050224,"US West",Sep-19,40,0,"Peak"
2019-09-30,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Automotive,Automotive,CUST1982,1431.43,599.82,958.97,-359.14996337890625,-514098.051369749,"India North",Sep-19,40,0,"Peak"
2019-10-01,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Automotive,Automotive,CUST4438,594.87,2178.18,958.97,1219.2099609375,725271.423509717,"US West",Oct-19,40,1,"Stable"
2019-10-01,Zirconium,Zr702,"ASTM B551","MetalCore Ltd.",Biomedical,Nuclear,CUST9947,1975.49,545.2,813.92,-268.719970703125,-530853.612300098,"US West",Oct-19,40,1,"Stable"
2019-10-02,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Biomedical,Automotive,CUST8474,701.24,1380.36,958.97,421.3900146484375,295495.52975693345,"India North",Oct-19,40,0,"Lean"
2019-10-02,Aluminum,Mg_6061,"ASTM B221","AlloySphere Inc.",Aerospace,Automotive,CUST2705,874.03,1725.48,958.97,766.510009765625,669952.7662917972,"US West",Oct-19,40,0,"Lean"
2019-10-03,Titanium,Ti6Al4V,"ASTM B348",FusionMetals,Automotive,Aerospace,CUST7947,2205.25,383.36,1135.75,-752.3900146484375,-1659208.0798034668,EU,Oct-19,40,1,"Lean"
